Prompt,Response,Description,Testcase name
Generate a robot framework test case for testing to Validate Surcharge Is Applied As Per The State And This Is Added With Payment Amount To Get The Total Amount functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the surcharge is applied as per the state and this is added with payment amount to get the total amount functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${STATE_SURCHARGE_DETAILS}  state_surcharge_details

*** Test Cases ***
Validate Surcharge Applied As Per State
    [Documentation] Test case for validating that the surcharge is applied as per the state and this is added with payment amount to get the total amount functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Select State ${STATE_SURCHARGE_DETAILS}
    Validate Surcharge Applied
    Validate Total Amount Including Surcharge",This test case checks the validation for applying surcharge as per the state and this is added with payment amount to get the total amount functionality of the PayNOW datadriver.,Validate Surcharge Applied As Per State
Generate a robot framework test case for testing to Validate All Current Due Amount Invoice Are Selected When Customer Click On Current Due Amount Link In Outstanding Invoice functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all current due amount invoices are selected when customer clicks on current due amount link in outstanding invoice functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${CURRENT_DUE_INVOICES}     current_due_invoices

*** Test Cases ***
Validate Current Due Amount Invoices Selected
    [Documentation] Test case for validating that all current due amount invoices are selected when customer clicks on current due amount link in outstanding invoice functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click Current Due Amount Link
    Validate All Current Due Invoices Selected ${CURRENT_DUE_INVOICES}",This test case checks the validation for selecting all current due amount invoices when customer clicks on current due amount link in outstanding invoice functionality of the PayNOW datadriver.,Validate Current Due Amount Invoices Selected
Generate a robot framework test case for testing to Validate All Invoices Due for 1-30 Days Are Selected When Customer Clicks On 1-30 Amount link In Summary Of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices due for 1-30 days are selected when customer clicks on 1-30 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DUE_1_30_INVOICES}        due_1_30_invoices

*** Test Cases ***
Validate 1-30 Days Due Invoices Selected
    [Documentation] Test case for validating that all invoices due for 1-30 days are selected when customer clicks on 1-30 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click 1-30 Amount Link
    Validate All 1-30 Days Due Invoices Selected ${DUE_1_30_INVOICES}",This test case checks the validation for selecting all invoices due for 1-30 days when customer clicks on 1-30 amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate 1-30 Days Due Invoices Selected
Generate a robot framework test case for testing to Validate All Invoices Due For 31-60 Days Are Selected When Customer Clicks On 31-60 Amount link In Summary Of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices due for 31-60 days are selected when customer clicks on 31-60 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DUE_31_60_INVOICES}       due_31_60_invoices

*** Test Cases ***
Validate 31-60 Days Due Invoices Selected
    [Documentation] Test case for validating that all invoices due for 31-60 days are selected when customer clicks on 31-60 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click 31-60 Amount Link
    Validate All 31-60 Days Due Invoices Selected ${DUE_31_60_INVOICES}",This test case checks the validation for selecting all invoices due for 31-60 days when customer clicks on 31-60 amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate 31-60 Days Due Invoices Selected
Generate a robot framework test case for testing to Validate All Invoices Due For 61-90 Days Are Selected When Customer Clicks On 61-90 Amount link In Summary Of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices due for 61-90 days are selected when customer clicks on 61-90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DUE_61_90_INVOICES}       due_61_90_invoices

*** Test Cases ***
Validate 61-90 Days Due Invoices Selected
    [Documentation] Test case for validating that all invoices due for 61-90 days are selected when customer clicks on 61-90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click 61-90 Amount Link
    Validate All 61-90 Days Due Invoices Selected ${DUE_61_90_INVOICES}",This test case checks the validation for selecting all invoices due for 61-90 days when customer clicks on 61-90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate 61-90 Days Due Invoices Selected
Generate a robot framework test case for testing to Validate All Invoices Due For Over 90 Days Are Selected When Customer Clicks On Over 90 Amount Link In Summary Of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices due for over 90 days are selected when customer clicks on over 90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DUE_OVER_90_INVOICES}     due_over_90_invoices

*** Test Cases ***
Validate Over 90 Days Due Invoices Selected
    [Documentation] Test case for validating that all invoices due for over 90 days are selected when customer clicks on over 90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click Over 90 Amount Link
    Validate All Over 90 Days Due Invoices Selected ${DUE_OVER_90_INVOICES}",This test case checks the validation for selecting all invoices due for over 90 days when customer clicks on over 90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate Over 90 Days Due Invoices Selected
Generate a robot framework test case for testing to Validate All Invoice Are Selected When Customer Clicks On Total Amount Link In Summary of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices are selected when customer clicks on total amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${TOTAL_INVOICES}           total_invoices

*** Test Cases ***
Validate Total Amount Invoices Selected
    [Documentation] Test case for validating that all invoices are selected when customer clicks on total amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click Total Amount Link
    Validate All Invoices Selected ${TOTAL_INVOICES}",This test case checks the validation for selecting all invoices when customer clicks on total amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate Total Amount Invoices Selected
Generate a robot framework test case for testing to Validate That Customer Is Able To Expand And Collapse Line Items In Invoice Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to expand and collapse line items in invoice page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate Expand And Collapse Line Items
    [Documentation] Test case for validating that the customer is able to expand and collapse line items in invoice page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    Expand Line Items ${INVOICE_DETAILS}
    Collapse Line Items ${INVOICE_DETAILS}
    Validate Expand And Collapse Functionality",This test case checks the validation for expanding and collapsing line items in invoice page functionality of the PayNOW datadriver.,Validate Expand And Collapse Line Items
Generate a robot framework test case for testing to Validate Customer Is Unable To Login Into Paynow With Empty Account Number And Invoice Number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is unable to login into Paynow with empty account number and invoice number functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${EMPTY_CREDENTIALS}        empty_credentials

*** Test Cases ***
Validate Unable To Login With Empty Credentials
    [Documentation] Test case for validating that the customer is unable to login into Paynow with empty account number and invoice number functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Attempt Login With Empty Credentials ${EMPTY_CREDENTIALS}
    Validate Login Failure",This test case checks the validation for login failure with empty account number and invoice number functionality of the PayNOW datadriver.,Validate Unable To Login With Empty Credentials
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Click on Payment Secured Link And Close It functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to click on payment secured link and close it functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${PAYMENT_SECURED_LINK}     payment_secured_link

*** Test Cases ***
Validate Click And Close Payment Secured Link
    [Documentation] Test case for validating that the integrated customer is able to click on payment secured link and close it functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click Payment Secured Link ${PAYMENT_SECURED_LINK}
    Close Payment Secured Link
    Validate Link Closure",This test case checks the validation for clicking and closing the payment secured link functionality of the PayNOW datadriver.,Validate Click And Close Payment Secured Link
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Save Credit Card Payment Method For Future Use functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to save credit card payment method for future use functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${CREDIT_CARD_DETAILS}      credit_card_details

*** Test Cases ***
Validate Save Credit Card For Future Use
    [Documentation] Test case for validating that the integrated customer is able to save credit card payment method for future use functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Enter Credit Card Details ${CREDIT_CARD_DETAILS}
    Save Credit Card For Future Use
    Validate Credit Card Saved",This test case checks the validation for saving credit card payment method for future use functionality of the PayNOW datadriver.,Validate Save Credit Card For Future Use
Generate a robot framework test case for testing to Validate Integrated Customer Able To Add Two or More Credit Cards For Future Use functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to add two or more credit cards for future use functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${CREDIT_CARD_1_DETAILS}    credit_card_1_details
${CREDIT_CARD_2_DETAILS}    credit_card_2_details

*** Test Cases ***
Validate Add Multiple Credit Cards For Future Use
    [Documentation] Test case for validating that the integrated customer is able to add two or more credit cards for future use functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Enter First Credit Card Details ${CREDIT_CARD_1_DETAILS}
    Save First Credit Card For Future Use
    Enter Second Credit Card Details ${CREDIT_CARD_2_DETAILS}
    Save Second Credit Card For Future Use
    Validate Multiple Credit Cards Saved",This test case checks the validation for adding two or more credit cards for future use functionality of the PayNOW datadriver.,Validate Add Multiple Credit Cards For Future Use
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Click On 'Find Routing Number' In ACHorEcheck functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to click on 'Find Routing Number' in ACHorEcheck functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${FIND_ROUTING_NUMBER_LINK} find_routing_number_link

*** Test Cases ***
Validate Click On 'Find Routing Number' Link
    [Documentation] Test case for validating that the integrated customer is able to click on 'Find Routing Number' in ACHorEcheck functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click On 'Find Routing Number' Link ${FIND_ROUTING_NUMBER_LINK}
    Validate Routing Number Link Clicked",This test case checks the validation for clicking on 'Find Routing Number' in ACHorEcheck functionality of the PayNOW datadriver.,Validate Click On 'Find Routing Number' Link
Generate a robot framework test case for testing to Validate That The Customer Is Able To View Paid Payment Status On Invoice Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to view paid payment status on invoice page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate View Paid Payment Status On Invoice Page
    [Documentation] Test case for validating that the customer is able to view paid payment status on invoice page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    View Paid Payment Status ${INVOICE_DETAILS}
    Validate Paid Payment Status Viewed",This test case checks the validation for viewing paid payment status on invoice page functionality of the PayNOW datadriver.,Validate View Paid Payment Status On Invoice Page
Generate a robot framework test case for testing to Validate Customer Is Able Resume The Process Payment After Resolving Errors functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to resume the process payment after resolving errors functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate Resume Process Payment After Resolving Errors
    [Documentation] Test case for validating that the customer is able to resume the process payment after resolving errors functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    Attempt Process Payment ${INVOICE_DETAILS}
    Resolve Errors
    Resume Process Payment
    Validate Process Payment Resumed",This test case checks the validation for resuming the process payment after resolving errors functionality of the PayNOW datadriver.,Validate Resume Process Payment After Resolving Errors
Generate a robot framework test case for testing to Validate Customer Is Able To Navigate To Gounified Website From PayNOW Application functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to navigate to Gounified website from PayNOW application functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${GOUNIFIED_URL}            gounified_url

*** Test Cases ***
Validate Navigate To Gounified Website
    [Documentation] Test case for validating that the customer is able to navigate to Gounified website from PayNOW application functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Gounified Website ${GOUNIFIED_URL}
    Validate Navigation Successful",This test case checks the validation for navigating to Gounified website from PayNOW application functionality of the PayNOW datadriver.,Validate Navigate To Gounified Website
Generate a robot framework test case for testing to Validate Customer Is Able To Navigate To PayNOW Application From Payment Receipt Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to navigate to PayNOW application from payment receipt page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${RECEIPT_PAGE}             receipt_page

*** Test Cases ***
Validate Navigate To PayNOW From Receipt Page
    [Documentation] Test case for validating that the customer is able to navigate to PayNOW application from payment receipt page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Receipt Page ${RECEIPT_PAGE}
    Navigate To PayNOW Application
    Validate Navigation Successful",This test case checks the validation for navigating to PayNOW application from payment receipt page functionality of the PayNOW datadriver.,Validate Navigate To PayNOW From Receipt Page
Generate a robot framework test case for testing to Validate Customer Is Able To View Paid Invoices Depending On Selected Start Date And End Date functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to view paid invoices depending on selected start date and end date functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${START_DATE}               start_date
${END_DATE}                 end_date

*** Test Cases ***
Validate View Paid Invoices By Date Range
    [Documentation] Test case for validating that the customer is able to view paid invoices depending on selected start date and end date functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Select Start Date ${START_DATE}
    Select End Date ${END_DATE}
    View Paid Invoices
    Validate Paid Invoices Displayed",This test case checks the validation for viewing paid invoices depending on selected start date and end date functionality of the PayNOW datadriver.,Validate View Paid Invoices By Date Range
Generate a robot framework test case for testing to Validate Customer Is Able To Process Payment By Using Saved Credit Card Payment Method functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to process payment by using saved credit card payment method functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${SAVED_CREDIT_CARD}        saved_credit_card

*** Test Cases ***
Validate Process Payment Using Saved Credit Card
    [Documentation] Test case for validating that the customer is able to process payment by using saved credit card payment method functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Select Saved Credit Card ${SAVED_CREDIT_CARD}
    Process Payment
    Validate Payment Processed",This test case checks the validation for processing payment by using saved credit card payment method functionality of the PayNOW datadriver.,Validate Process Payment Using Saved Credit Card
Generate a robot framework test case for testing to Validate Customer Is Able To Edit Only The Nickname Of The Customer In The Saved Payment Method functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to edit only the nickname of the customer in the saved payment method functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${SAVED_PAYMENT_METHOD}     saved_payment_method
${NEW_NICKNAME}             new_nickname

*** Test Cases ***
Validate Edit Nickname In Saved Payment Method
    [Documentation] Test case for validating that the customer is able to edit only the nickname of the customer in the saved payment method functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Select Saved Payment Method ${SAVED_PAYMENT_METHOD}
    Edit Nickname ${NEW_NICKNAME}
    Validate Nickname Edited",This test case checks the validation for editing only the nickname of the customer in the saved payment method functionality of the PayNOW datadriver.,Validate Edit Nickname In Saved Payment Method
Generate a robot framework test case for testing to Validate Customer Is Able To Close(X) The Delete Payment Method Confirmation Pop-Up Window functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to close(X) the delete payment method confirmation pop-up window functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DELETE_CONFIRM_POPUP}     delete_confirm_popup

*** Test Cases ***
Validate Close Delete Payment Method Popup
    [Documentation] Test case for validating that the customer is able to close(X) the delete payment method confirmation pop-up window functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Trigger Delete Payment Method Popup ${DELETE_CONFIRM_POPUP}
    Close Delete Payment Method Popup
    Validate Popup Closed",This test case checks the validation for closing(X) the delete payment method confirmation pop-up window functionality of the PayNOW datadriver.,Validate Close Delete Payment Method Popup
Generate a robot framework test case for testing to Validate Customer Is Able To Process Payment By Using Saved ACHorECheck Payment Method functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to process payment by using saved ACHorECheck payment method functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${SAVED_ACH_METHOD}         saved_ach_method

*** Test Cases ***
Validate Process Payment Using Saved ACH Method
    [Documentation] Test case for validating that the customer is able to process payment by using saved ACHorECheck payment method functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Select Saved ACHorECheck Method ${SAVED_ACH_METHOD}
    Process Payment
    Validate Payment Processed",This test case checks the validation for processing payment by using saved ACHorECheck payment method functionality of the PayNOW datadriver.,Validate Process Payment Using Saved ACH Method
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Process Payment For Multiple Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to process payment for multiple invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate Process Payment For Multiple Invoices
    [Documentation] Test case for validating that the integrated customer is able to process payment for multiple invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Access Multiple Invoices ${INVOICE_DETAILS}
    Process Payment
    Validate Payment Successfully Processed",This test case checks the validation for processing payment for multiple invoices functionality of the PayNOW datadriver.,Validate Process Payment For Multiple Invoices
Generate a robot framework test case for testing to Validate That Invoice Number Gets Checked After Clicking Pay Invoice Button On Invoice Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the invoice number gets checked after clicking pay invoice button on invoice page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate Invoice Number Checked After Clicking Pay Invoice Button
    [Documentation] Test case for validating that the invoice number gets checked after clicking pay invoice button on invoice page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    Click Pay Invoice Button ${INVOICE_DETAILS}
    Validate Invoice Number Checked",This test case checks the validation for invoice number getting checked after clicking pay invoice button on invoice page functionality of the PayNOW datadriver.,Validate Invoice Number Checked After Clicking Pay Invoice Button
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Process Payment Through Credit Card functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to process payment through credit card functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${CREDIT_CARD_DETAILS}      credit_card_details

*** Test Cases ***
Validate Process Payment Through Credit Card
    [Documentation] Test case for validating that the integrated customer is able to process payment through credit card functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Select Credit Card Payment Method ${CREDIT_CARD_DETAILS}
    Process Payment
    Validate Payment Processed",This test case checks the validation for processing payment through credit card functionality of the PayNOW datadriver.,Validate Process Payment Through Credit Card
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Process Payment Through ACHorECheck functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to process payment through ACHorECheck functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${ACH_DETAILS}              ach_details

*** Test Cases ***
Validate Process Payment Through ACHorECheck
    [Documentation] Test case for validating that the integrated customer is able to process payment through ACHorECheck functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Select ACHorECheck Payment Method ${ACH_DETAILS}
    Process Payment
    Validate Payment Processed",This test case checks the validation for processing payment through ACHorECheck functionality of the PayNOW datadriver.,Validate Process Payment Through ACHorECheck
Generate a robot framework test case for testing to Validate Integrated Customer Unable To Process Payment More Than Due Amount functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is unable to process payment more than due amount functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate Unable To Process Payment More Than Due Amount
    [Documentation] Test case for validating that the integrated customer is unable to process payment more than due amount functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    Attempt Process Payment More Than Due Amount ${INVOICE_DETAILS}
    Validate Payment Failure",This test case checks the validation for being unable to process payment more than due amount functionality of the PayNOW datadriver.,Validate Unable To Process Payment More Than Due Amount
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Process The Lump Sum Payment functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to process the lump sum payment functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${LUMP_SUM_PAYMENT_DETAILS} lump_sum_payment_details

*** Test Cases ***
Validate Process The Lump Sum Payment
    [Documentation] Test case for validating that the integrated customer is able to process the lump sum payment functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Process Lump Sum Payment ${LUMP_SUM_PAYMENT_DETAILS}
    Validate Payment Processed",This test case checks the validation for processing the lump sum payment functionality of the PayNOW datadriver.,Validate Process The Lump Sum Payment
Generate a robot framework test case for testing to Validate Customer Is Able To Load Unpaid Invoice When Entered Into Paynow Without Invoice Number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to load unpaid invoice when entered into Paynow without invoice number functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${UNPAID_INVOICE_DETAILS}   unpaid_invoice_details

*** Test Cases ***
Validate Load Unpaid Invoice Without Invoice Number
    [Documentation] Test case for validating that the customer is able to load unpaid invoice when entered into Paynow without invoice number functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Load Unpaid Invoice ${UNPAID_INVOICE_DETAILS}
    Validate Unpaid Invoice Loaded",This test case checks the validation for loading unpaid invoice when entered into Paynow without invoice number functionality of the PayNOW datadriver.,Validate Load Unpaid Invoice Without Invoice Number
Generate a robot framework test case for testing to Validate Total Amount Is Updated As Per The Changes In Invoices Due Amount functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the total amount is updated as per the changes in invoices due amount functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate Total Amount Updated As Per Changes In Invoices Due Amount
    [Documentation] Test case for validating that the total amount is updated as per the changes in invoices due amount functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    Update Invoices Due Amount ${INVOICE_DETAILS}
    Validate Total Amount Updated",This test case checks the validation for total amount updating as per the changes in invoices due amount functionality of the PayNOW datadriver.,Validate Total Amount Updated As Per Changes In Invoices Due Amount
